;clip;id;movie;srt_name;video_name;graph_number;label;reason;fold
202;tt0119822scene-034.ss-0190.es-0194;tt0119822-034;tt0119822;scene-034.ss-0190.es-0194.srt;tt0119822_scene_34.avi;33;S;['Look', 'Exp of  emotion'];7
203;tt0119822scene-035.ss-0195.es-0204;tt0119822-035;tt0119822;scene-035.ss-0195.es-0204.srt;tt0119822_scene_35.avi;34;S;['Look', 'Exp of  emotion'];9
204;tt0119822scene-036.ss-0205.es-0212;tt0119822-036;tt0119822;scene-036.ss-0205.es-0212.srt;tt0119822_scene_36.avi;35;S;['Type of plan', 'Body', 'Posture', 'Activities', 'Look'];7
205;tt0119822scene-037.ss-0213.es-0215;tt0119822-037;tt0119822;scene-037.ss-0213.es-0215.srt;tt0119822_scene_37.avi;36;S;['Activities', 'Exp of  emotion'];5
206;tt0119822scene-038.ss-0216.es-0220;tt0119822-038;tt0119822;scene-038.ss-0216.es-0220.srt;tt0119822_scene_38.avi;37;S;['Activities', 'Exp of  emotion'];7
207;tt0119822scene-039.ss-0221.es-0230;tt0119822-039;tt0119822;scene-039.ss-0221.es-0230.srt;tt0119822_scene_39.avi;38;S;['Activities', 'Exp of  emotion'];0
208;tt0119822scene-040.ss-0231.es-0233;tt0119822-040;tt0119822;scene-040.ss-0231.es-0233.srt;tt0119822_scene_40.avi;39;S;['Activities', 'Exp of  emotion'];2
209;tt0119822scene-041.ss-0234.es-0239;tt0119822-041;tt0119822;scene-041.ss-0234.es-0239.srt;tt0119822_scene_41.avi;40;S;['Activities', 'Exp of  emotion'];0
210;tt0119822scene-042.ss-0240.es-0241;tt0119822-042;tt0119822;scene-042.ss-0240.es-0241.srt;tt0119822_scene_42.mp4;41;EN_HN;['Body'];1
212;tt0119822scene-044.ss-0250.es-0253;tt0119822-044;tt0119822;scene-044.ss-0250.es-0253.srt;tt0119822_scene_44.avi;43;S;['Type of plan', 'Body', 'Appearance', 'Clothes', 'Posture'];0
213;tt0119822scene-045.ss-0253.es-0266;tt0119822-045;tt0119822;scene-045.ss-0253.es-0266.srt;tt0119822_scene_45.avi;44;S;['Type of plan', 'Body', 'Posture'];6
214;tt0119822scene-046.ss-0267.es-0277;tt0119822-046;tt0119822;scene-046.ss-0267.es-0277.srt;tt0119822_scene_46.avi;45;EN_HN;['Posture'];6
215;tt0119822scene-047.ss-0278.es-0278;tt0119822-047;tt0119822;scene-047.ss-0278.es-0278.srt;tt0119822_scene_47.mp4;46;EN_HN;['Posture'];6
219;tt0119822scene-051.ss-0307.es-0312;tt0119822-051;tt0119822;scene-051.ss-0307.es-0312.srt;tt0119822_scene_51.avi;50;EN_HN;[];8
220;tt0119822scene-052.ss-0313.es-0315;tt0119822-052;tt0119822;scene-052.ss-0313.es-0315.srt;tt0119822_scene_52.avi;51;EN_HN;[];4
221;tt0119822scene-053.ss-0316.es-0322;tt0119822-053;tt0119822;scene-053.ss-0316.es-0322.srt;tt0119822_scene_53.avi;52;EN_HN;[];9
222;tt0119822scene-054.ss-0323.es-0326;tt0119822-054;tt0119822;scene-054.ss-0323.es-0326.srt;tt0119822_scene_54.mp4;53;EN_HN;[];5
223;tt0119822scene-055.ss-0327.es-0336;tt0119822-055;tt0119822;scene-055.ss-0327.es-0336.srt;tt0119822_scene_55.avi;54;EN_HN;[];2
224;tt0119822scene-056.ss-0337.es-0344;tt0119822-056;tt0119822;scene-056.ss-0337.es-0344.srt;tt0119822_scene_56.avi;55;EN_HN;[];9
225;tt0119822scene-057.ss-0351.es-0357;tt0119822-057;tt0119822;scene-057.ss-0351.es-0357.srt;tt0119822_scene_57.avi;56;EN_HN;[];0
226;tt0119822scene-058.ss-0358.es-0359;tt0119822-058;tt0119822;scene-058.ss-0358.es-0359.srt;tt0119822_scene_58.avi;57;EN_HN;[];9
227;tt0119822scene-059.ss-0360.es-0365;tt0119822-059;tt0119822;scene-059.ss-0360.es-0365.srt;tt0119822_scene_59.avi;58;EN_HN;[];1
228;tt0119822scene-060.ss-0366.es-0371;tt0119822-060;tt0119822;scene-060.ss-0366.es-0371.srt;tt0119822_scene_60.avi;59;EN_HN;[];9
229;tt0119822scene-061.ss-0372.es-0372;tt0119822-061;tt0119822;scene-061.ss-0372.es-0372.srt;tt0119822_scene_61.avi;60;EN_HN;[];5
230;tt0119822scene-062.ss-0373.es-0375;tt0119822-062;tt0119822;scene-062.ss-0373.es-0375.srt;tt0119822_scene_62.avi;61;EN_HN;[];4
231;tt0119822scene-063.ss-0375.es-0394;tt0119822-063;tt0119822;scene-063.ss-0375.es-0394.srt;tt0119822_scene_63.avi;62;EN_HN;[];5
232;tt0119822scene-064.ss-0395.es-0417;tt0119822-064;tt0119822;scene-064.ss-0395.es-0417.srt;tt0119822_scene_64.avi;63;EN_HN;[];7
233;tt0119822scene-065.ss-0418.es-0419;tt0119822-065;tt0119822;scene-065.ss-0418.es-0419.srt;tt0119822_scene_65.avi;64;EN_HN;['Activities'];7
237;tt0119822scene-069.ss-0462.es-0467;tt0119822-069;tt0119822;scene-069.ss-0462.es-0467.srt;tt0119822_scene_69.avi;68;EN_HN;[];1
238;tt0119822scene-070.ss-0468.es-0472;tt0119822-070;tt0119822;scene-070.ss-0468.es-0472.srt;tt0119822_scene_70.avi;69;EN_HN;[];6
240;tt0119822scene-072.ss-0498.es-0511;tt0119822-072;tt0119822;scene-072.ss-0498.es-0511.srt;tt0119822_scene_72.avi;71;EN_HN;[];2
241;tt0119822scene-073.ss-0512.es-0515;tt0119822-073;tt0119822;scene-073.ss-0512.es-0515.srt;tt0119822_scene_73.mp4;72;EN_HN;[];4
242;tt0119822scene-074.ss-0516.es-0517;tt0119822-074;tt0119822;scene-074.ss-0516.es-0517.srt;tt0119822_scene_74.avi;73;EN_HN;[];8
243;tt0119822scene-075.ss-0518.es-0528;tt0119822-075;tt0119822;scene-075.ss-0518.es-0528.srt;tt0119822_scene_75.avi;74;EN_HN;[];2
244;tt0119822scene-076.ss-0529.es-0536;tt0119822-076;tt0119822;scene-076.ss-0529.es-0536.srt;tt0119822_scene_76.avi;75;EN_HN;[];3
245;tt0119822scene-077.ss-0537.es-0544;tt0119822-077;tt0119822;scene-077.ss-0537.es-0544.srt;tt0119822_scene_77.avi;76;EN_HN;[];8
246;tt0119822scene-078.ss-0545.es-0556;tt0119822-078;tt0119822;scene-078.ss-0545.es-0556.srt;tt0119822_scene_78.avi;77;EN_HN;[];6
247;tt0119822scene-079.ss-0557.es-0565;tt0119822-079;tt0119822;scene-079.ss-0557.es-0565.srt;tt0119822_scene_79.avi;78;EN_HN;[];1
248;tt0119822scene-080.ss-0566.es-0568;tt0119822-080;tt0119822;scene-080.ss-0566.es-0568.srt;tt0119822_scene_80.mp4;-1;EN_HN;[];9
249;tt0119822scene-081.ss-0569.es-0580;tt0119822-081;tt0119822;scene-081.ss-0569.es-0580.srt;tt0119822_scene_81.avi;80;EN_HN;[];3
250;tt0119822scene-082.ss-0581.es-0583;tt0119822-082;tt0119822;scene-082.ss-0581.es-0583.srt;tt0119822_scene_82.avi;81;EN_HN;[];8
251;tt0119822scene-083.ss-0584.es-0597;tt0119822-083;tt0119822;scene-083.ss-0584.es-0597.srt;tt0119822_scene_83.avi;82;S;['Body', 'Exp of  emotion'];3
252;tt0119822scene-084.ss-0598.es-0611;tt0119822-084;tt0119822;scene-084.ss-0598.es-0611.srt;tt0119822_scene_84.avi;83;EN_HN;['Look'];3
253;tt0119822scene-085.ss-0612.es-0615;tt0119822-085;tt0119822;scene-085.ss-0612.es-0615.srt;tt0119822_scene_85.avi;84;EN_HN;['Look'];6
254;tt0119822scene-086.ss-0616.es-0621;tt0119822-086;tt0119822;scene-086.ss-0616.es-0621.srt;tt0119822_scene_86.mp4;85;EN_HN;['Look'];8
256;tt0119822scene-089.ss-0657.es-0660;tt0119822-089;tt0119822;scene-089.ss-0657.es-0660.srt;tt0119822_scene_89.avi;88;EN_HN;[];2
257;tt0119822scene-090.ss-0661.es-0677;tt0119822-090;tt0119822;scene-090.ss-0661.es-0677.srt;tt0119822_scene_90.avi;89;EN_HN;[];1
260;tt0119822scene-093.ss-0711.es-0713;tt0119822-093;tt0119822;scene-093.ss-0711.es-0713.srt;tt0119822_scene_93.mp4;-1;EN_HN;[];4
261;tt0119822scene-095.ss-0724.es-0736;tt0119822-095;tt0119822;scene-095.ss-0724.es-0736.srt;tt0119822_scene_95.avi;94;S;['Posture', 'Look', 'Exp of  emotion'];9
271;tt0119822scene-105.ss-0797.es-0812;tt0119822-105;tt0119822;scene-105.ss-0797.es-0812.srt;tt0119822_scene_105.avi;104;S;['Exp of  emotion'];8
272;tt0119822scene-106.ss-0813.es-0820;tt0119822-106;tt0119822;scene-106.ss-0813.es-0820.srt;tt0119822_scene_106.avi;105;EN_HN;[];0
273;tt0119822scene-107.ss-0821.es-0823;tt0119822-107;tt0119822;scene-107.ss-0821.es-0823.srt;tt0119822_scene_107.avi;106;EN_HN;[];9
274;tt0119822scene-108.ss-0824.es-0826;tt0119822-108;tt0119822;scene-108.ss-0824.es-0826.srt;tt0119822_scene_108.avi;107;EN_HN;[];5
275;tt0119822scene-109.ss-0827.es-0837;tt0119822-109;tt0119822;scene-109.ss-0827.es-0837.srt;tt0119822_scene_109.avi;108;S;['Exp of  emotion'];6
276;tt0119822scene-110.ss-0838.es-0851;tt0119822-110;tt0119822;scene-110.ss-0838.es-0851.srt;tt0119822_scene_110.avi;109;EN_HN;[];3
277;tt0119822scene-111.ss-0852.es-0880;tt0119822-111;tt0119822;scene-111.ss-0852.es-0880.srt;tt0119822_scene_111.avi;110;EN_HN;[];9
278;tt0119822scene-112.ss-0881.es-0890;tt0119822-112;tt0119822;scene-112.ss-0881.es-0890.srt;tt0119822_scene_112.mp4;-1;S;['Type of plan', 'Body', 'Appearance', 'Clothes', 'Posture'];5
279;tt0119822scene-113.ss-0891.es-0943;tt0119822-113;tt0119822;scene-113.ss-0891.es-0943.srt;tt0119822_scene_113.avi;112;S;['Clothes', 'Posture', 'Exp of  emotion'];1
280;tt0119822scene-114.ss-0944.es-0945;tt0119822-114;tt0119822;scene-114.ss-0944.es-0945.srt;tt0119822_scene_114.mp4;-1;EN_HN;[];1
281;tt0119822scene-115.ss-0946.es-0958;tt0119822-115;tt0119822;scene-115.ss-0946.es-0958.srt;tt0119822_scene_115.avi;114;EN_HN;[];2
282;tt0119822scene-116.ss-0959.es-0967;tt0119822-116;tt0119822;scene-116.ss-0959.es-0967.srt;tt0119822_scene_116.avi;115;EN_HN;['Body'];9
283;tt0119822scene-117.ss-0968.es-0977;tt0119822-117;tt0119822;scene-117.ss-0968.es-0977.srt;tt0119822_scene_117.avi;116;EN_HN;['Body'];2
284;tt0119822scene-118.ss-0978.es-1002;tt0119822-118;tt0119822;scene-118.ss-0978.es-1002.srt;tt0119822_scene_118.avi;117;EN_HN;['Exp of  emotion'];2
285;tt0119822scene-119.ss-1003.es-1003;tt0119822-119;tt0119822;scene-119.ss-1003.es-1003.srt;tt0119822_scene_119.avi;118;EN_HN;[];7
286;tt0119822scene-120.ss-1004.es-1004;tt0119822-120;tt0119822;scene-120.ss-1004.es-1004.srt;tt0119822_scene_120.avi;119;EN_HN;[];4
288;tt0119822scene-122.ss-1017.es-1038;tt0119822-122;tt0119822;scene-122.ss-1017.es-1038.srt;tt0119822_scene_122.avi;121;EN_HN;[];2
289;tt0119822scene-125.ss-1055.es-1089;tt0119822-125;tt0119822;scene-125.ss-1055.es-1089.srt;tt0119822_scene_125.avi;124;S;['Look', 'Exp of  emotion'];7
290;tt0119822scene-128.ss-1120.es-1120;tt0119822-128;tt0119822;scene-128.ss-1120.es-1120.srt;tt0119822_scene_128.avi;127;EN_HN;[];3
291;tt0119822scene-129.ss-1121.es-1137;tt0119822-129;tt0119822;scene-129.ss-1121.es-1137.srt;tt0119822_scene_129.avi;128;EN_HN;['Exp of  emotion'];3
292;tt0119822scene-130.ss-1138.es-1140;tt0119822-130;tt0119822;scene-130.ss-1138.es-1140.srt;tt0119822_scene_130.avi;129;EN_HN;['Exp of  emotion'];5
293;tt0119822scene-131.ss-1141.es-1146;tt0119822-131;tt0119822;scene-131.ss-1141.es-1146.srt;tt0119822_scene_131.avi;130;EN_HN;[];3
296;tt0119822scene-135.ss-1182.es-1186;tt0119822-135;tt0119822;scene-135.ss-1182.es-1186.srt;tt0119822_scene_135.avi;134;EN_HN;[];5
297;tt0119822scene-136.ss-1187.es-1200;tt0119822-136;tt0119822;scene-136.ss-1187.es-1200.srt;tt0119822_scene_136.avi;135;EN_HN;[];3
298;tt0119822scene-138.ss-1227.es-1243;tt0119822-138;tt0119822;scene-138.ss-1227.es-1243.srt;tt0119822_scene_138.avi;137;EN_HN;[];4
299;tt0119822scene-140.ss-1253.es-1255;tt0119822-140;tt0119822;scene-140.ss-1253.es-1255.srt;tt0119822_scene_140.avi;139;EN_HN;[];0
300;tt0119822scene-141.ss-1256.es-1256;tt0119822-141;tt0119822;scene-141.ss-1256.es-1256.srt;;140;EN_HN;[];4
301;tt0119822scene-143.ss-1267.es-1276;tt0119822-143;tt0119822;scene-143.ss-1267.es-1276.srt;tt0119822_scene_143.avi;142;EN_HN;['Activities', 'Look', 'Exp of  emotion'];6
302;tt0119822scene-144.ss-1277.es-1283;tt0119822-144;tt0119822;scene-144.ss-1277.es-1283.srt;tt0119822_scene_144.avi;143;EN_HN;['Clothes'];0
303;tt0119822scene-145.ss-1284.es-1304;tt0119822-145;tt0119822;scene-145.ss-1284.es-1304.srt;tt0119822_scene_145.avi;144;EN_HN;['Activities'];0
304;tt0119822scene-146.ss-1305.es-1305;tt0119822-146;tt0119822;scene-146.ss-1305.es-1305.srt;tt0119822_scene_146.mp4;-1;EN_HN;[];8
305;tt0119822scene-147.ss-1306.es-1312;tt0119822-147;tt0119822;scene-147.ss-1306.es-1312.srt;tt0119822_scene_147.avi;146;EN_HN;[];2
306;tt0119822scene-148.ss-1313.es-1314;tt0119822-148;tt0119822;scene-148.ss-1313.es-1314.srt;tt0119822_scene_148.avi;147;EN_HN;[];2
307;tt0119822scene-149.ss-1315.es-1321;tt0119822-149;tt0119822;scene-149.ss-1315.es-1321.srt;tt0119822_scene_149.avi;148;S;['Type of plan', 'Look'];1
308;tt0119822scene-150.ss-1322.es-1329;tt0119822-150;tt0119822;scene-150.ss-1322.es-1329.srt;tt0119822_scene_150.avi;149;EN_HN;['Body', 'Look'];6
309;tt0119822scene-151.ss-1330.es-1346;tt0119822-151;tt0119822;scene-151.ss-1330.es-1346.srt;tt0119822_scene_151.avi;150;EN_HN;['Clothes', 'Look'];0
311;tt0119822scene-153.ss-1367.es-1373;tt0119822-153;tt0119822;scene-153.ss-1367.es-1373.srt;tt0119822_scene_153.avi;152;EN_HN;['Look'];9
312;tt0119822scene-154.ss-1373.es-1389;tt0119822-154;tt0119822;scene-154.ss-1373.es-1389.srt;tt0119822_scene_154.avi;153;EN_HN;['Look'];4
317;tt0119822scene-160.ss-1447.es-1447;tt0119822-160;tt0119822;scene-160.ss-1447.es-1447.srt;tt0119822_scene_160.avi;159;EN_HN;[];4
318;tt0119822scene-162.ss-1461.es-1481;tt0119822-162;tt0119822;scene-162.ss-1461.es-1481.srt;tt0119822_scene_162.avi;161;S;['Type of plan', 'Body', 'Clothes', 'Look'];2
319;tt0119822scene-164.ss-1486.es-1494;tt0119822-164;tt0119822;scene-164.ss-1486.es-1494.srt;tt0119822_scene_164.avi;163;S;['Type of plan', 'Body', 'Clothes', 'Posture', 'Activities'];5
320;tt0119822scene-165.ss-1495.es-1510;tt0119822-165;tt0119822;scene-165.ss-1495.es-1510.srt;tt0119822_scene_165.avi;164;EN_HN;['Appearance'];1
321;tt0119822scene-166.ss-1511.es-1517;tt0119822-166;tt0119822;scene-166.ss-1511.es-1517.srt;tt0119822_scene_166.avi;165;EN_HN;[];9
322;tt0119822scene-169.ss-1529.es-1546;tt0119822-169;tt0119822;scene-169.ss-1529.es-1546.srt;tt0119822_scene_169.avi;168;EN_HN;[];6
323;tt0119822scene-170.ss-1547.es-1553;tt0119822-170;tt0119822;scene-170.ss-1547.es-1553.srt;tt0119822_scene_170.avi;169;EN_HN;[];6
324;tt0119822scene-171.ss-1554.es-1559;tt0119822-171;tt0119822;scene-171.ss-1554.es-1559.srt;tt0119822_scene_171.avi;170;EN_HN;[];0
325;tt0119822scene-172.ss-1560.es-1561;tt0119822-172;tt0119822;scene-172.ss-1560.es-1561.srt;tt0119822_scene_172.avi;171;EN_HN;[];9
326;tt0119822scene-173.ss-1562.es-1565;tt0119822-173;tt0119822;scene-173.ss-1562.es-1565.srt;tt0119822_scene_173.avi;172;EN_HN;[];4
327;tt0119822scene-174.ss-1566.es-1571;tt0119822-174;tt0119822;scene-174.ss-1566.es-1571.srt;tt0119822_scene_174.avi;173;EN_HN;[];2
328;tt0119822scene-175.ss-1572.es-1588;tt0119822-175;tt0119822;scene-175.ss-1572.es-1588.srt;tt0119822_scene_175.avi;174;EN_HN;[];6
329;tt0119822scene-176.ss-1589.es-1589;tt0119822-176;tt0119822;scene-176.ss-1589.es-1589.srt;tt0119822_scene_176.avi;175;EN_HN;[];7
330;tt0119822scene-177.ss-1590.es-1599;tt0119822-177;tt0119822;scene-177.ss-1590.es-1599.srt;tt0119822_scene_177.avi;176;EN_HN;[];6
331;tt0119822scene-178.ss-1600.es-1607;tt0119822-178;tt0119822;scene-178.ss-1600.es-1607.srt;tt0119822_scene_178.avi;177;EN_HN;[];6
332;tt0119822scene-180.ss-1626.es-1652;tt0119822-180;tt0119822;scene-180.ss-1626.es-1652.srt;tt0119822_scene_180.avi;179;EN_HN;[];2
333;tt0119822scene-181.ss-1653.es-1664;tt0119822-181;tt0119822;scene-181.ss-1653.es-1664.srt;tt0119822_scene_181.avi;180;EN_HN;[];1
334;tt0119822scene-182.ss-1665.es-1673;tt0119822-182;tt0119822;scene-182.ss-1665.es-1673.srt;tt0119822_scene_182.avi;181;S;['Type of plan', 'Appearance', 'Clothes', 'Posture'];3
337;tt0119822scene-185.ss-1694.es-1698;tt0119822-185;tt0119822;scene-185.ss-1694.es-1698.srt;tt0119822_scene_185.avi;184;S;['Body', 'Appearance', 'Clothes'];3
338;tt0119822scene-186.ss-1699.es-1706;tt0119822-186;tt0119822;scene-186.ss-1699.es-1706.srt;tt0119822_scene_186.avi;185;S;['Body', 'Appearance', 'Clothes'];7
341;tt0119822scene-189.ss-1725.es-1745;tt0119822-189;tt0119822;scene-189.ss-1725.es-1745.srt;tt0119822_scene_189.avi;188;EN_HN;['Body', 'Posture'];9
342;tt0119822scene-191.ss-1749.es-1754;tt0119822-191;tt0119822;scene-191.ss-1749.es-1754.srt;tt0119822_scene_191.avi;190;EN_HN;['Type of plan', 'Body', 'Activities'];5
343;tt0119822scene-192.ss-1754.es-1757;tt0119822-192;tt0119822;scene-192.ss-1754.es-1757.srt;tt0119822_scene_192.avi;191;EN_HN;['Exp of  emotion'];6
344;tt0212338scene-001.ss-0001.es-0013;tt0212338-001;tt0212338;scene-001.ss-0001.es-0013.srt;tt0212338_scene_1.mp4;-1;EN_HN;[];7
345;tt0212338scene-002.ss-0014.es-0016;tt0212338-002;tt0212338;scene-002.ss-0014.es-0016.srt;tt0212338_scene_2.mp4;-1;EN_HN;[];0
346;tt0212338scene-003.ss-0017.es-0027;tt0212338-003;tt0212338;scene-003.ss-0017.es-0027.srt;tt0212338_scene_3.avi;2;EN_HN;[];3
347;tt0212338scene-004.ss-0028.es-0029;tt0212338-004;tt0212338;scene-004.ss-0028.es-0029.srt;tt0212338_scene_4.mp4;-1;EN_HN;[];3
348;tt0212338scene-005.ss-0030.es-0034;tt0212338-005;tt0212338;scene-005.ss-0030.es-0034.srt;tt0212338_scene_5.avi;4;EN_HN;['Activities'];6
349;tt0212338scene-006.ss-0035.es-0035;tt0212338-006;tt0212338;scene-006.ss-0035.es-0035.srt;tt0212338_scene_6.mp4;-1;EN_HN;['Activities'];0
350;tt0212338scene-007.ss-0036.es-0042;tt0212338-007;tt0212338;scene-007.ss-0036.es-0042.srt;tt0212338_scene_7.avi;6;EN_HN;['Activities'];4
351;tt0212338scene-008.ss-0043.es-0047;tt0212338-008;tt0212338;scene-008.ss-0043.es-0047.srt;tt0212338_scene_8.avi;7;EN_HN;['Activities'];3
352;tt0212338scene-009.ss-0048.es-0079;tt0212338-009;tt0212338;scene-009.ss-0048.es-0079.srt;tt0212338_scene_9.avi;8;EN_HN;['Activities'];2
353;tt0212338scene-010.ss-0080.es-0101;tt0212338-010;tt0212338;scene-010.ss-0080.es-0101.srt;tt0212338_scene_10.avi;9;EN_HN;['Activities'];2
354;tt0212338scene-011.ss-0102.es-0112;tt0212338-011;tt0212338;scene-011.ss-0102.es-0112.srt;tt0212338_scene_11.avi;10;EN_HN;[];0
355;tt0212338scene-012.ss-0113.es-0113;tt0212338-012;tt0212338;scene-012.ss-0113.es-0113.srt;tt0212338_scene_12.mp4;-1;EN_HN;[];6
356;tt0212338scene-013.ss-0114.es-0119;tt0212338-013;tt0212338;scene-013.ss-0114.es-0119.srt;tt0212338_scene_13.avi;12;EN_HN;[];9
357;tt0212338scene-014.ss-0120.es-0125;tt0212338-014;tt0212338;scene-014.ss-0120.es-0125.srt;tt0212338_scene_14.avi;13;EN_HN;['Activities'];9
358;tt0212338scene-015.ss-0126.es-0139;tt0212338-015;tt0212338;scene-015.ss-0126.es-0139.srt;tt0212338_scene_15.avi;14;EN_HN;['Activities'];0
359;tt0212338scene-016.ss-0140.es-0146;tt0212338-016;tt0212338;scene-016.ss-0140.es-0146.srt;tt0212338_scene_16.avi;15;EN_HN;['Activities'];4
360;tt0212338scene-017.ss-0147.es-0154;tt0212338-017;tt0212338;scene-017.ss-0147.es-0154.srt;tt0212338_scene_17.avi;16;EN_HN;['Activities'];7
361;tt0212338scene-018.ss-0155.es-0162;tt0212338-018;tt0212338;scene-018.ss-0155.es-0162.srt;tt0212338_scene_18.avi;17;EN_HN;[];5
362;tt0212338scene-019.ss-0163.es-0172;tt0212338-019;tt0212338;scene-019.ss-0163.es-0172.srt;tt0212338_scene_19.avi;18;EN_HN;[];9
363;tt0212338scene-020.ss-0173.es-0179;tt0212338-020;tt0212338;scene-020.ss-0173.es-0179.srt;tt0212338_scene_20.avi;19;EN_HN;[];9
364;tt0212338scene-021.ss-0180.es-0208;tt0212338-021;tt0212338;scene-021.ss-0180.es-0208.srt;tt0212338_scene_21.avi;20;EN_HN;[];3
365;tt0212338scene-022.ss-0209.es-0215;tt0212338-022;tt0212338;scene-022.ss-0209.es-0215.srt;tt0212338_scene_22.avi;21;EN_HN;[];5
366;tt0212338scene-023.ss-0216.es-0224;tt0212338-023;tt0212338;scene-023.ss-0216.es-0224.srt;tt0212338_scene_23.avi;22;EN_HN;[];6
369;tt0212338scene-029.ss-0285.es-0288;tt0212338-029;tt0212338;scene-029.ss-0285.es-0288.srt;tt0212338_scene_29.avi;28;EN_HN;[];4
370;tt0212338scene-030.ss-0289.es-0306;tt0212338-030;tt0212338;scene-030.ss-0289.es-0306.srt;tt0212338_scene_30.avi;29;EN_HN;[];0
372;tt0212338scene-032.ss-0308.es-0318;tt0212338-032;tt0212338;scene-032.ss-0308.es-0318.srt;tt0212338_scene_32.avi;31;EN_HN;[];9
373;tt0212338scene-033.ss-0319.es-0325;tt0212338-033;tt0212338;scene-033.ss-0319.es-0325.srt;tt0212338_scene_33.avi;32;EN_HN;[];8
377;tt0212338scene-045.ss-0483.es-0486;tt0212338-045;tt0212338;scene-045.ss-0483.es-0486.srt;tt0212338_scene_45.avi;44;EN_HN;[];0
378;tt0212338scene-046.ss-0487.es-0512;tt0212338-046;tt0212338;scene-046.ss-0487.es-0512.srt;tt0212338_scene_46.avi;45;EN_HN;[];8
381;tt0212338scene-052.ss-0566.es-0574;tt0212338-052;tt0212338;scene-052.ss-0566.es-0574.srt;tt0212338_scene_52.mp4;-1;EN_HN;[];1
382;tt0212338scene-053.ss-0575.es-0583;tt0212338-053;tt0212338;scene-053.ss-0575.es-0583.srt;tt0212338_scene_53.avi;52;EN_HN;[];7
383;tt0212338scene-054.ss-0584.es-0612;tt0212338-054;tt0212338;scene-054.ss-0584.es-0612.srt;tt0212338_scene_54.avi;53;EN_HN;[];2
384;tt0212338scene-055.ss-0613.es-0624;tt0212338-055;tt0212338;scene-055.ss-0613.es-0624.srt;tt0212338_scene_55.avi;54;EN_HN;[];6
385;tt0212338scene-056.ss-0625.es-0660;tt0212338-056;tt0212338;scene-056.ss-0625.es-0660.srt;tt0212338_scene_56.avi;55;EN_HN;[];6
390;tt0212338scene-067.ss-0807.es-0812;tt0212338-067;tt0212338;scene-067.ss-0807.es-0812.srt;tt0212338_scene_67.avi;66;EN_HN;['Posture'];6
391;tt0212338scene-068.ss-0813.es-0821;tt0212338-068;tt0212338;scene-068.ss-0813.es-0821.srt;tt0212338_scene_68.avi;67;EN_HN;['Posture'];1
392;tt0212338scene-069.ss-0822.es-0840;tt0212338-069;tt0212338;scene-069.ss-0822.es-0840.srt;tt0212338_scene_69.avi;68;EN_HN;['Posture'];6
393;tt0212338scene-079.ss-0894.es-0904;tt0212338-079;tt0212338;scene-079.ss-0894.es-0904.srt;tt0212338_scene_79.avi;78;EN_HN;[];6
394;tt0212338scene-080.ss-0905.es-0911;tt0212338-080;tt0212338;scene-080.ss-0905.es-0911.srt;tt0212338_scene_80.avi;79;EN_HN;[];0
395;tt0212338scene-081.ss-0912.es-0921;tt0212338-081;tt0212338;scene-081.ss-0912.es-0921.srt;tt0212338_scene_81.avi;80;EN_HN;[];4
396;tt0212338scene-082.ss-0922.es-0928;tt0212338-082;tt0212338;scene-082.ss-0922.es-0928.srt;tt0212338_scene_82.avi;81;EN_HN;[];0
400;tt0212338scene-086.ss-0948.es-0962;tt0212338-086;tt0212338;scene-086.ss-0948.es-0962.srt;tt0212338_scene_86.avi;85;EN_HN;['Clothes'];4
401;tt0212338scene-087.ss-0963.es-0972;tt0212338-087;tt0212338;scene-087.ss-0963.es-0972.srt;tt0212338_scene_87.avi;-1;EN_HN;['Clothes'];0
402;tt0212338scene-088.ss-0973.es-0985;tt0212338-088;tt0212338;scene-088.ss-0973.es-0985.srt;tt0212338_scene_88.avi;87;EN_HN;['Clothes'];3
403;tt0212338scene-089.ss-0986.es-0992;tt0212338-089;tt0212338;scene-089.ss-0986.es-0992.srt;tt0212338_scene_89.avi;88;EN_HN;['Clothes'];5
404;tt0212338scene-090.ss-0993.es-1009;tt0212338-090;tt0212338;scene-090.ss-0993.es-1009.srt;tt0212338_scene_90.avi;89;EN_HN;['Clothes'];7
405;tt0212338scene-091.ss-1010.es-1011;tt0212338-091;tt0212338;scene-091.ss-1010.es-1011.srt;tt0212338_scene_91.avi;90;EN_HN;['Clothes'];4
406;tt0212338scene-092.ss-1012.es-1013;tt0212338-092;tt0212338;scene-092.ss-1012.es-1013.srt;tt0212338_scene_92.avi;91;EN_HN;['Clothes'];8
407;tt0212338scene-097.ss-1057.es-1059;tt0212338-097;tt0212338;scene-097.ss-1057.es-1059.srt;tt0212338_scene_97.avi;96;EN_HN;[];1
408;tt0212338scene-098.ss-1060.es-1060;tt0212338-098;tt0212338;scene-098.ss-1060.es-1060.srt;tt0212338_scene_98.avi;-1;EN_HN;[];1
409;tt0212338scene-099.ss-1061.es-1068;tt0212338-099;tt0212338;scene-099.ss-1061.es-1068.srt;tt0212338_scene_99.avi;98;EN_HN;[];4
410;tt0212338scene-100.ss-1069.es-1091;tt0212338-100;tt0212338;scene-100.ss-1069.es-1091.srt;tt0212338_scene_100.avi;99;EN_HN;[];4
411;tt0212338scene-101.ss-1092.es-1098;tt0212338-101;tt0212338;scene-101.ss-1092.es-1098.srt;tt0212338_scene_101.avi;100;EN_HN;[];9
